fraction,ARI,Silhouette,iLISI,kBET
1.0,0.8215536675765801,0.11106615958351082,1.0,0.0
0.5,0.7828253919716393,0.098030230203183,1.0,0.0
0.25,0.8008129694269683,0.08306164764512172,1.0,0.0
0.1,0.6711284904358583,0.05635287730127049,1.0,0.0
