fraction,ARI,Silhouette,iLISI,kBET
1.0,0.22197878056154063,0.3451004126148527,1.0,0.0
0.5,0.2719465476891498,0.32177980846523174,1.0,0.0
0.25,0.14322167193296642,0.22209195532909962,1.0,0.0
0.1,0.21208168315751502,0.3779286033385347,1.0,0.0
