fraction,ARI,Silhouette,iLISI,kBET
1.0,0.37703413639816896,0.06273676455020905,1.0,0.0
0.5,0.3741659395392169,0.04072413221001625,1.0,0.0
0.25,0.4684086506804688,0.01163488533347845,1.0,0.0
0.1,0.4400849429425092,-0.05188247933983803,1.0,0.0
